id,district,address,total_price,price_per_meter,build_time,num_of_bedrooms,num_of_living_rooms,size,orientation,building_type,num_of_floors
883,东城,中国铁建青秀尚城,中价格,中价格,2016,3,1,中价格,南 北,高楼层 ,11
884,东城,瀛海家园瑞园E区,稍低价格,稍低价格,2014,2,1,稍低价格,南 北,顶层 ,15
885,东城,顶秀欣园西苑,稍低价格,中价格,2003,1,1,低价格,西,中楼层 ,22
886,东城,瑞都国际北区,中价格,中价格,2006,2,1,中价格,南,高楼层 ,24
887,东城,地杰长安驿,中高价格,中高价格,2009,1,1,中价格,西北,中楼层 ,30
888,东城,果园西里,低价格,稍低价格,1998,2,1,稍低价格,南 北,高楼层 ,6
889,东城,沿海赛洛城七期,中价格,中高价格,2009,1,1,稍低价格,南 北,高楼层 ,22
890,东城,核桃园北里,中价格,高价格,1995,1,1,低价格,西,中楼层 ,6
891,东城,新桥南大街,低价格,稍低价格,1991,2,1,低价格,南 北,顶层 ,6
892,东城,财大家属院,中价格,高价格,1981,1,1,低价格,南,底层 ,5
893,东城,首开璞,中价格,高价格,2012,1,1,稍低价格,西,高楼层 ,22
894,东城,胜古中路2号院,稍低价格,中高价格,1980,2,1,低价格,南 北,低楼层 ,6
895,东城,五和万科长阳天地5号院,稍低价格,中价格,2016,2,1,稍低价格,南,中楼层 ,21
896,东城,卡布其诺,中高价格,中高价格,2005,2,1,中价格,南,高楼层 ,9
897,东城,中国铁建原香漫谷二区,稍低价格,稍低价格,2013,2,2,中价格,南,高楼层 ,20
898,东城,兴化西里,中高价格,高价格,1976,3,1,稍低价格,南 北,中楼层 ,5
899,东城,深房大厦,中高价格,中高价格,1997,2,2,中价格,北,高楼层 ,23
900,东城,龙翔路小区,中价格,高价格,1991,2,1,低价格,南 北,中楼层 ,6
901,东城,潘家园东里,中价格,中价格,1990,3,1,稍低价格,南 北,高楼层 ,14
902,东城,鸭子桥北里,中价格,高价格,1971,2,1,低价格,东 西 北,底层 ,5
903,东城,定慧福里南区,高价格,高价格,2009,2,2,中价格,南 北,低楼层 ,12
904,东城,东大街东里,稍低价格,中高价格,1992,2,1,低价格,南 北,低楼层 ,6
905,东城,三虎桥,中高价格,高价格,1985,3,1,稍低价格,南,低楼层 ,6
906,东城,蓝调沙龙西区,中价格,中价格,2004,2,2,中价格,南 北,底层 ,6
907,东城,融科香雪兰溪,稍低价格,稍低价格,2010,2,1,稍低价格,南,高楼层 ,20
908,东城,慧忠北里第三社区,中价格,中高价格,1997,2,1,稍低价格,南 西,低楼层 ,25
909,东城,郑王坟141号院,稍低价格,中价格,1976,2,1,低价格,南 北,中楼层 ,5
910,东城,国美第一城2号院,中高价格,中价格,2006,3,1,中高价格,南 北,顶层 ,27
911,东城,团河苑,稍低价格,稍低价格,1994,2,1,稍低价格,南 北,中楼层 ,6
912,东城,融科橄榄城三期,高价格,高价格,2009,2,2,中价格,南 西 北,低楼层 ,24
913,东城,左安浦园,中价格,高价格,2004,1,1,稍低价格,西,中楼层 ,14
914,东城,新源时代,稍低价格,稍低价格,2012,2,2,稍低价格,南 北,低楼层 ,18
915,东城,八里庄北里,中高价格,高价格,1996,3,1,稍低价格,东 西,高楼层 ,12
916,东城,汇锦苑,稍低价格,中价格,2005,2,1,稍低价格,南 北,顶层 ,6
917,东城,复兴路乙6号院,高价格,高价格,1986,2,1,稍低价格,南,高楼层 ,16
918,东城,光辉里小区,稍低价格,高价格,1991,1,1,低价格,东,中楼层 ,18
919,东城,北京城建海梓府,中高价格,中高价格,2015,3,1,中价格,东 南 北,低楼层 ,10
920,东城,志新西路七号院,中价格,高价格,1994,2,1,稍低价格,南 北,顶层 ,6
921,东城,新源西里东街,中价格,中高价格,1982,3,1,稍低价格,东北,中楼层 ,16
922,东城,铭科苑,中高价格,中价格,1999,3,1,中价格,西 北,中楼层 ,18
923,东城,首座御园一区二期,稍低价格,稍低价格,2015,2,1,稍低价格,西南,中楼层 ,14
924,东城,骚子营,高价格,中高价格,1999,3,2,中高价格,南 北,底层 ,6
925,东城,优筑,中高价格,中高价格,2007,2,2,中价格,南 北,高楼层 ,17
926,东城,万泉庄小区,中高价格,高价格,1991,2,1,稍低价格,东 西,顶层 ,6
927,东城,兴都苑,稍低价格,中价格,1995,1,1,低价格,南 北,中楼层 ,6
928,东城,新里西斯莱公馆,中价格,中价格,2010,2,1,稍低价格,东 西,低楼层 ,15
929,东城,庑殿家苑C区,稍低价格,稍低价格,2015,1,1,稍低价格,南 北,高楼层 ,17
930,东城,城建小区,中高价格,中高价格,1996,2,1,稍低价格,西北,低楼层 ,16
931,东城,红居南街,中价格,高价格,1989,2,1,稍低价格,南 北,中楼层 ,6
932,东城,亦庄金茂府,高价格,高价格,2019,3,2,中高价格,南 北,中楼层 ,16
933,东城,车公庄西路38号院,中高价格,高价格,1988,2,1,稍低价格,南 北,低楼层 ,16
934,东城,幸福艺居,稍低价格,稍低价格,2002,2,1,中价格,南 北,高楼层 ,7
935,东城,万象新天二区,中高价格,中价格,2005,3,1,中高价格,南 北,低楼层 ,15
936,东城,新潮嘉园一期,稍低价格,中价格,2003,2,1,稍低价格,南 北,中楼层 ,7
937,东城,玉兰苑,稍低价格,中价格,2007,2,1,中价格,南 北,中楼层 ,6
938,东城,北太平庄路,稍低价格,高价格,1985,1,1,低价格,南,中楼层 ,6
939,东城,华业玫瑰东方,高价格,高价格,2006,3,1,中高价格,南 北,高楼层 ,18
940,东城,太平路42号院,中价格,高价格,1985,2,1,低价格,南 北,顶层 ,6
941,东城,保利百合,中高价格,高价格,2009,2,1,稍低价格,南,低楼层 ,21
942,东城,华源冠军城,稍低价格,中高价格,2006,1,1,低价格,东,高楼层 ,21
943,东城,靓景明居,中价格,中价格,2004,2,1,中价格,南 北,中楼层 ,6
944,东城,东四十条甲34号院,中高价格,高价格,1990,2,1,稍低价格,南 西,高楼层 ,18
945,东城,临镜苑,中价格,中价格,2008,3,1,中价格,南 北,低楼层 ,18
946,东城,炫彩嘉轩,中价格,高价格,2006,1,1,低价格,西,中楼层 ,21
947,东城,北京太阳城,稍低价格,稍低价格,2004,2,2,中价格,南 北,高楼层 ,8
948,东城,富力尚悦居,中价格,稍低价格,2015,3,1,中价格,南 北,底层 ,20
949,东城,水木天成,中高价格,中高价格,2005,2,1,中价格,南,中楼层 ,23
950,东城,南海家园一里,稍低价格,稍低价格,2012,2,1,稍低价格,南 北,低楼层 ,18
951,东城,朝阳新城四区,中价格,中价格,2015,2,1,中价格,东 西,底层 ,22
952,东城,百万庄1号院,中高价格,高价格,1985,2,1,低价格,南 北,顶层 ,6
953,东城,郦城二区,高价格,高价格,2004,2,2,中高价格,南 北,低楼层 ,7
954,东城,乔建里,中价格,高价格,1991,2,1,稍低价格,东北,顶层 ,20
955,东城,广渠门外南街,中高价格,高价格,1992,3,1,稍低价格,东南,高楼层 ,12
956,东城,稻香园,中高价格,高价格,1980,2,1,低价格,南,底层 ,6
957,东城,前进花园石门苑,稍低价格,稍低价格,2002,2,1,稍低价格,南 北,中楼层 ,6
958,东城,北纬40度二期,高价格,高价格,2009,2,1,中价格,南 北,中楼层 ,25
959,东城,云龙家园,稍低价格,中价格,2004,1,1,低价格,南,中楼层 ,11
960,东城,玉桥东路36号院,稍低价格,稍低价格,1994,2,1,稍低价格,南 北,中楼层 ,6
961,东城,中海紫御公馆,高价格,高价格,2010,2,2,稍低价格,南 北,中楼层 ,17
962,东城,远大园五区,高价格,高价格,2001,3,1,中高价格,东南,低楼层 ,16
963,东城,西坝河北里,中价格,中高价格,1992,3,1,稍低价格,东南,高楼层 ,20
964,东城,嘉润花园,中高价格,中价格,2001,2,1,中价格,西南 南 西,中楼层 ,30
965,东城,融景城,中价格,中价格,2011,2,1,稍低价格,东 南 北,高楼层 ,26
966,东城,大成郡,高价格,高价格,2012,3,2,中高价格,南 北,顶层 ,7
967,东城,和义西里三区,稍低价格,中价格,2004,1,1,低价格,南 北,顶层 ,6
968,东城,首创伊林郡二期,稍低价格,稍低价格,2017,2,1,稍低价格,南,高楼层 ,18
969,东城,西便门西里,中价格,高价格,1984,1,1,低价格,南,高楼层 ,6
970,东城,新安北里,中价格,高价格,1982,2,1,低价格,南,中楼层 ,6
971,东城,凯迪尚府,高价格,高价格,2012,3,2,中高价格,南 北,中楼层 ,14
972,东城,北苑家园清友园,高价格,中价格,2002,3,2,高价格,南 北,低楼层 ,14
973,东城,世纪星城三期,中价格,中价格,2009,2,2,中价格,南 北,中楼层 ,31
974,东城,依翠园,中高价格,中价格,2002,2,1,中价格,南 北,底层 ,16
975,东城,四合上院,高价格,高价格,2010,2,1,中价格,东北,高楼层 ,16
976,东城,莲竹花园,稍低价格,稍低价格,1998,2,2,中价格,南 北,顶层 ,6
977,东城,万年花城五期,中高价格,中高价格,2011,2,1,稍低价格,南 北,顶层 ,15
978,东城,金地朗悦朗园,中价格,中价格,2013,3,1,稍低价格,南 北,中楼层 ,9
979,东城,政馨园二区,中价格,中价格,2004,2,1,中价格,西,中楼层 ,21
980,东城,怡海花园恒泰园,中价格,中高价格,1997,2,1,稍低价格,南 北 西,底层 ,6
981,东城,珠江东都国际,中价格,中价格,2015,3,2,稍低价格,南,中楼层 ,15
982,东城,知春里,中高价格,高价格,1989,1,1,低价格,南,高楼层 ,18
983,东城,三环新城6号院,中高价格,中价格,2005,2,1,中价格,南,高楼层 ,22
984,东城,铁路小区,中价格,中高价格,1997,2,1,稍低价格,东南,中楼层 ,24
985,东城,龙泽苑东区,稍低价格,中高价格,2005,1,0,低价格,西,中楼层 ,7
986,东城,农业部宿舍,稍低价格,高价格,1994,1,1,低价格,南,顶层 ,6
987,东城,司达小区,稍低价格,中价格,1982,3,1,低价格,东 南 北,低楼层 ,6
988,东城,柳芳北街9号院,稍低价格,中高价格,1991,2,0,低价格,西南,高楼层 ,6
989,东城,永泰园新地标,中高价格,中价格,2002,2,1,中价格,南 西,中楼层 ,31
990,东城,DBC加州小镇C区,中价格,中价格,2009,2,1,中价格,南 北,高楼层 ,16
991,东城,时代国际嘉园,中价格,高价格,2006,1,0,低价格,西,高楼层 ,21
992,东城,莲水怡园,稍低价格,稍低价格,2005,2,1,稍低价格,东 西,中楼层 ,12
993,东城,北欧印象,中价格,高价格,2003,1,0,低价格,西北,顶层 ,28
994,东城,宝隆温泉公寓,低价格,中价格,2000,1,0,低价格,东,低楼层 ,31
995,东城,安苑东里一区,稍低价格,高价格,2004,1,0,低价格,南,低楼层 ,6
996,东城,国奥村,高价格,高价格,2008,3,2,高价格,南 北,中楼层 ,6
997,东城,韩庄子二里,稍低价格,中高价格,1991,1,1,低价格,南,底层 ,6
998,东城,长阳半岛3号院,稍低价格,中价格,2012,2,1,稍低价格,南 北,高楼层 ,17
999,东城,名苑雅居,中价格,高价格,2005,1,1,低价格,东北,低楼层 ,14
1000,东城,龙锦苑东三区,中价格,稍低价格,2000,3,2,中高价格,南 北,顶层 ,6
1001,东城,燕西华府,中价格,中价格,2018,3,1,中价格,南 北,中楼层 ,5
1002,东城,金港国际,高价格,高价格,2004,3,2,中高价格,南 北,中楼层 ,18
1003,东城,金丰园,中价格,中价格,2001,2,1,稍低价格,南,高楼层 ,6
1004,东城,百旺家苑,高价格,高价格,2003,2,2,中高价格,南 北,高楼层 ,9
1005,东城,西坝河中里,中价格,中高价格,1987,2,1,低价格,南,高楼层 ,12
1006,东城,花雨汀,稍低价格,中价格,2014,3,1,中价格,南 北,中楼层 ,15
1007,东城,天泰新房苑,稍低价格,中价格,2004,1,1,低价格,南,中楼层 ,6
1008,东城,宏大北园,中价格,稍低价格,2006,2,1,中价格,南 北,高楼层 ,16
1009,东城,沿海赛洛城三期,稍低价格,中高价格,2007,1,1,低价格,南,中楼层 ,14
1010,东城,富贵园一区,高价格,高价格,2004,3,2,中高价格,南 北,中楼层 ,10
1011,东城,韩建青春?,稍低价格,稍低价格,2018,2,1,稍低价格,南 北,低楼层 ,15
1012,东城,南纬路2号院,中高价格,高价格,2001,2,1,低价格,南 北,顶层 ,6
1013,东城,新通国际花园,稍低价格,中价格,2010,1,1,低价格,西,低楼层 ,18
1014,东城,金色漫香林五期,中价格,中价格,2011,2,1,稍低价格,南 北,高楼层 ,9
1015,东城,华严北里9号院,中高价格,高价格,1986,3,1,稍低价格,东 南 北,中楼层 ,6
1016,东城,贵园南里丙区,稍低价格,中价格,2002,2,1,低价格,南 北,中楼层 ,6
1017,东城,后南仓,稍低价格,中价格,1980,2,1,低价格,南 北,中楼层 ,5
1018,东城,水屯家园,稍低价格,稍低价格,2003,2,1,稍低价格,南 北,底层 ,6
1019,东城,高巢,稍低价格,中高价格,2005,1,0,低价格,南,中楼层 ,15
1020,东城,远洋天地二期,高价格,中高价格,2003,3,1,中高价格,西,中楼层 ,26
1021,东城,颐慧佳园A区,中价格,高价格,2005,1,1,低价格,西,低楼层 ,9
1022,东城,西翠芳庭,稍低价格,中价格,2002,1,1,稍低价格,南,中楼层 ,22
1023,东城,世华水岸B区,高价格,中高价格,2008,3,2,高价格,南 北,中楼层 ,6
1024,东城,古城特钢楼,稍低价格,中价格,1978,2,0,低价格,东 西,中楼层 ,5
1025,东城,瑞雪春堂,稍低价格,稍低价格,2010,2,1,稍低价格,南,中楼层 ,15
1026,东城,世纪星家园,中高价格,中高价格,2003,3,1,中价格,西南,低楼层 ,30
1027,东城,保利蔷薇,中高价格,高价格,2007,1,1,低价格,北,高楼层 ,16
1028,东城,义和庄东里,稍低价格,稍低价格,2000,3,1,中价格,南 北,中楼层 ,6
1029,东城,鸿坤花语墅,高价格,高价格,2013,3,1,中高价格,南 北,低楼层 ,9
1030,东城,路劲世界城一期,中价格,中价格,2013,3,1,中价格,南 北,中楼层 ,18
1031,东城,浩鸿园,高价格,中高价格,2001,2,1,中高价格,南 西,中楼层 ,25
1032,东城,万达大湖公馆,高价格,中高价格,2008,1,2,高价格,南 西南,低楼层 ,23
1033,东城,翠微中里,中价格,高价格,1988,2,0,低价格,南,底层 ,6
1034,东城,玉林东里三区,中价格,中高价格,1990,3,1,稍低价格,南 北,底层 ,5
1035,东城,新康家园,中高价格,中价格,2003,3,1,中高价格,南 北,低楼层 ,18
1036,东城,昌盛园二区,中价格,稍低价格,2004,3,2,高价格,南 北,中楼层 ,22
1037,东城,广渠门外大街路北区,中价格,中高价格,1981,3,1,稍低价格,南 北,顶层 ,6
1038,东城,首开常青藤一期,中高价格,中高价格,2010,3,1,中价格,南 北,中楼层 ,6
1039,东城,贵园东里,中价格,中价格,1996,3,2,中价格,南 北,顶层 ,6
1040,东城,卫生部小区,中价格,高价格,1990,2,0,低价格,东北,中楼层 ,16
1041,东城,富力又一城B区,高价格,中价格,2008,3,2,高价格,南 北,低楼层 ,18
1042,东城,丰体时代花园,中价格,中价格,2005,2,1,中价格,东,中楼层 ,28
1043,东城,新华西街,稍低价格,稍低价格,2000,3,2,中价格,南 北,低楼层 ,6
1044,东城,10AM新坐标,稍低价格,中高价格,2005,1,1,低价格,南,高楼层 ,26
1045,东城,黄亭子小区,中价格,高价格,1990,2,1,稍低价格,南 西南,顶层 ,18
1046,东城,朝阳门南小街,中高价格,高价格,2004,2,1,稍低价格,南 北,低楼层 ,10
1047,东城,金沟河17号院,中价格,高价格,1992,2,1,低价格,南 北,顶层 ,6
1048,东城,培新街乙5号院,中高价格,高价格,1999,2,1,稍低价格,西 东,中楼层 ,16
1049,东城,枣园小区,稍低价格,稍低价格,1998,2,1,稍低价格,南 北,低楼层 ,6
1050,东城,幸福二村,中价格,中高价格,1987,2,1,低价格,东 西,顶层 ,6
1051,东城,新外大街3号院,中价格,高价格,1958,2,1,低价格,东 西 北,中楼层 ,4
1052,东城,明光村小区,中高价格,高价格,1984,3,1,稍低价格,东 北,中楼层 ,18
1053,东城,劲松九区,中价格,中价格,1988,3,1,稍低价格,东,中楼层 ,12
1054,东城,金隅通和园,稍低价格,稍低价格,2011,2,1,稍低价格,南,中楼层 ,29
1055,东城,上营新村,低价格,中价格,2012,1,0,低价格,南,中楼层 ,11
1056,东城,爱民里小区,高价格,高价格,1989,2,1,低价格,南 北,低楼层 ,7
1057,东城,中国铁建通瑞嘉苑,稍低价格,中价格,2016,2,1,稍低价格,南,低楼层 ,28
1058,东城,七星园,稍低价格,中高价格,1995,2,1,稍低价格,南 北,高楼层 ,6
1059,东城,精图小区56号院,中价格,中高价格,1997,2,1,稍低价格,南 北,高楼层 ,6
1060,东城,清澄名苑北区,中价格,稍低价格,2006,3,1,中高价格,东南,中楼层 ,19
1061,东城,绿城百合公寓秋月苑,稍低价格,稍低价格,2005,2,2,稍低价格,南 北,底层 ,5
1062,东城,岭南路26号院,高价格,高价格,1982,3,1,稍低价格,南 北,高楼层 ,7
1063,东城,北京新天地三期,中价格,中价格,2009,1,2,稍低价格,南,低楼层 ,28
1064,东城,永顺西里,稍低价格,稍低价格,1992,2,1,稍低价格,南 北,底层 ,6
1065,东城,大宁山庄三区C区,中价格,稍低价格,2005,3,2,中高价格,南 北,中楼层 ,5
1066,东城,小南庄社区,高价格,高价格,1995,3,1,稍低价格,东 西,低楼层 ,6
1067,东城,日月东华,中价格,中价格,2002,3,1,中高价格,西北,高楼层 ,21
1068,东城,北京怡园,中价格,中价格,2016,3,1,中价格,南 北,顶层 ,16
1069,东城,月坛北街25号院,高价格,高价格,1995,3,1,稍低价格,东南 西北,底层 ,6
1070,东城,加华印象街,中价格,中价格,2005,3,1,中价格,南 北,低楼层 ,11
1071,东城,和平新城一期,中高价格,高价格,2003,1,0,稍低价格,东,低楼层 ,20
1072,东城,天慧园,中价格,中价格,2000,2,1,中价格,南 北,中楼层 ,7
1073,东城,金谷园,中高价格,高价格,1998,2,1,稍低价格,南 北,底层 ,7
1074,东城,六铺炕,中高价格,高价格,1992,2,1,稍低价格,西北,高楼层 ,16
1075,东城,学院南路66号院,中价格,高价格,1992,1,1,低价格,南,低楼层 ,14
1076,东城,新华联锦园,稍低价格,中价格,2003,2,1,稍低价格,南 北,高楼层 ,6
1077,东城,五街满井胡同,稍低价格,中价格,1989,2,1,低价格,南 北,中楼层 ,6
1078,东城,东直门内北小街8号院,高价格,高价格,2003,2,1,稍低价格,西南,低楼层 ,16
1079,东城,天通苑本四区,稍低价格,中价格,2000,1,1,稍低价格,东 北,中楼层 ,6
1080,东城,华兴园,稍低价格,稍低价格,1999,2,1,中价格,南 北,底层 ,6
1081,东城,青塔芳园,稍低价格,中价格,1994,2,1,低价格,东 西,底层 ,6
1082,东城,康乐里小区,高价格,高价格,2001,2,2,中价格,东,高楼层 ,12
1083,东城,三星庄园,中价格,中价格,2003,2,1,中价格,南 北,中楼层 ,10
1084,东城,鸿坤理想城礼域府,中价格,中价格,2012,2,1,中价格,南,中楼层 ,21
1085,东城,中国铁建国际城,高价格,高价格,2011,3,2,中价格,南 北,高楼层 ,28
1086,东城,朱各庄小区,高价格,高价格,1984,3,1,稍低价格,南 北,中楼层 ,6
1087,东城,徜徉嘉园6号院,中价格,中价格,2014,3,1,中价格,南 北,高楼层 ,11
1088,东城,学院路14号院,中价格,高价格,1977,3,1,稍低价格,南 北,中楼层 ,5
1089,东城,北环路小区,稍低价格,稍低价格,1994,2,1,低价格,南 北,高楼层 ,6
1090,东城,普惠南里,中高价格,高价格,1992,2,1,稍低价格,南 西 北,中楼层 ,6
1091,东城,天宁寺前街南里,中价格,高价格,1991,1,1,低价格,西,中楼层 ,5
1092,东城,龙博苑一区,中价格,中价格,2005,3,1,中价格,南 北,顶层 ,6
1093,东城,德胜里西街3号院,高价格,高价格,1990,3,1,稍低价格,南 北,中楼层 ,5
1094,东城,三里河居民区,高价格,高价格,1987,3,1,稍低价格,南 北,底层 ,6
1095,东城,芳城园三区,中价格,中高价格,1993,2,1,稍低价格,东 西,低楼层 ,12
1096,东城,民康胡同30号院,高价格,高价格,1991,2,1,稍低价格,西南,低楼层 ,18
1097,东城,沙栏胡同,中价格,高价格,1980,2,1,低价格,南,中楼层 ,5
1098,东城,橙色年代,中高价格,中高价格,2004,2,1,中价格,西南,中楼层 ,24
1099,东城,延静里中街,稍低价格,中高价格,1978,2,1,低价格,南,中楼层 ,5
1100,东城,红木林,中价格,中高价格,2013,2,1,稍低价格,南 北,中楼层 ,21
1101,东城,中粮京西祥云,中价格,中价格,2018,3,1,中价格,南 北,中楼层 ,14
1102,东城,酒仙桥三街坊,稍低价格,中价格,1991,2,1,低价格,南,高楼层 ,6
1103,东城,京科苑,中价格,稍低价格,1999,4,2,高价格,南 北,中楼层 ,6
1104,东城,首座绿洲,稍低价格,中价格,2005,1,1,稍低价格,北,中楼层 ,21
1105,东城,玉桥东里,稍低价格,中价格,2009,2,1,稍低价格,南 北,顶层 ,11
1106,东城,新景家园西区,高价格,高价格,2001,2,1,中价格,东,中楼层 ,12
1107,东城,模式口东里,稍低价格,中价格,1992,2,1,低价格,东南,底层 ,16
1108,东城,西山华府,稍低价格,高价格,2008,1,0,低价格,北,中楼层 ,6
1109,东城,什锦花园胡同21号院,高价格,高价格,1985,3,1,稍低价格,南 北,中楼层 ,5
1110,东城,观音寺南里,低价格,稍低价格,2001,1,1,稍低价格,东 西,顶层 ,6
1111,东城,海棠湾一期,中价格,中价格,2010,2,2,中价格,南,高楼层 ,26
1112,东城,蓟门南里,中价格,高价格,1986,3,1,低价格,南 北,低楼层 ,6
1113,东城,金地仰山东区,中价格,中价格,2012,3,2,中价格,南 北,中楼层 ,9
1114,东城,小汤山农机厂宿舍楼南区,低价格,稍低价格,2013,3,1,稍低价格,南 北,中楼层 ,5
1115,东城,百万庄中里,中高价格,高价格,1993,2,1,低价格,东北,低楼层 ,6
1116,东城,三虎桥南路12号院,中价格,高价格,1985,2,1,低价格,南,底层 ,5
1117,东城,橡树湾二期,高价格,高价格,2009,2,2,稍低价格,南 西,中楼层 ,15
1118,东城,万方苑,高价格,高价格,2003,2,1,中价格,南 北,低楼层 ,14
1119,东城,顺源里,稍低价格,高价格,1980,1,1,低价格,南,低楼层 ,6
1120,东城,望园西里,稍低价格,中高价格,1995,1,1,低价格,东 西,中楼层 ,6
1121,东城,六建,中高价格,中高价格,1961,3,1,中价格,南 北,中楼层 ,4
1122,东城,蓝光星华海悦城,稍低价格,稍低价格,2016,2,1,稍低价格,南 北,低楼层 ,10
1123,东城,社科院,中高价格,高价格,1998,3,1,稍低价格,西,低楼层 ,18
1124,东城,裕中东里,高价格,高价格,1986,3,1,稍低价格,北 南,顶层 ,6
1125,东城,新城乐居,稍低价格,中价格,2012,2,2,稍低价格,南 北,低楼层 ,26
1126,东城,雅宝里社区,中价格,中高价格,1993,2,1,低价格,南 北,高楼层 ,6
1127,东城,和义东里一区,稍低价格,中价格,1997,1,1,低价格,南 北,中楼层 ,6
1128,东城,广义里小区,中价格,高价格,1997,2,1,低价格,东,底层 ,5
1129,东城,博龙家园,稍低价格,中价格,2004,1,1,低价格,南,顶层 ,19
1130,东城,鹿港嘉苑,中价格,高价格,2006,1,1,低价格,西北,高楼层 ,23
1131,东城,曙光花园,高价格,高价格,2000,3,1,中高价格,东 南,低楼层 ,17
1132,东城,北露园,高价格,高价格,1993,2,1,稍低价格,南 北,低楼层 ,6
1133,东城,察慈小区,中价格,高价格,1990,2,1,低价格,东 西,高楼层 ,12
1134,东城,海晟名苑南区,高价格,高价格,2006,2,1,中价格,东,低楼层 ,22
1135,东城,玉,中价格,中价格,2005,2,1,中价格,南 北,中楼层 ,9
1136,东城,东山坡一里,稍低价格,稍低价格,1990,2,1,稍低价格,南 北,高楼层 ,6
1137,东城,长景新园,稍低价格,稍低价格,2011,2,1,稍低价格,南 北,中楼层 ,6
1138,东城,凤凰城一期,高价格,高价格,2002,3,1,中高价格,东南,高楼层 ,34
1139,东城,京师吉地,高价格,高价格,2011,1,0,低价格,南,高楼层 ,20
1140,东城,安外西河沿,中高价格,高价格,1985,2,1,低价格,南 北,底层 ,6
1141,东城,慧忠北里,中价格,中高价格,2009,1,1,稍低价格,东,低楼层 ,24
1142,东城,三里屯北小街,中高价格,高价格,1985,2,1,稍低价格,南,中楼层 ,18
1143,东城,御景山,中高价格,中价格,2004,2,1,中价格,南 北,中楼层 ,15
1144,东城,首开熙悦山熹园1号院,稍低价格,稍低价格,2013,2,1,稍低价格,南 北,中楼层 ,20
1145,东城,松榆里,稍低价格,中高价格,1991,1,1,低价格,南 北,高楼层 ,6
1146,东城,管庄西里,稍低价格,中价格,1997,2,1,稍低价格,南 北,低楼层 ,6
1147,东城,增光佳苑,高价格,高价格,2005,2,2,中高价格,南,中楼层 ,20
1148,东城,安外北苑2号院,稍低价格,高价格,1975,1,1,低价格,南,中楼层 ,4
1149,东城,明日嘉园,稍低价格,中高价格,2003,1,0,低价格,北,高楼层 ,23
1150,东城,太平路44号院,高价格,高价格,1999,3,1,稍低价格,南 北,底层 ,6
1151,东城,南半截胡同26号院,中价格,高价格,1981,2,1,低价格,南,顶层 ,5
1152,东城,同盛里,中高价格,中高价格,2003,3,1,中价格,西南,高楼层 ,6
1153,东城,重兴园,中高价格,中价格,2002,3,1,中高价格,南 北,高楼层 ,15
1154,东城,芳群园二区,中价格,中高价格,1992,2,1,低价格,南 北,中楼层 ,5
1155,东城,梧桐苑知秋园,稍低价格,中价格,2013,3,1,稍低价格,南,中楼层 ,21
1156,东城,倚林佳园,高价格,高价格,2004,5,2,高价格,南 北,低楼层 ,11
1157,东城,佳和宜园,低价格,稍低价格,2010,1,1,低价格,南,低楼层 ,11
1158,东城,射击家属院,稍低价格,中价格,1994,2,1,低价格,南 北,顶层 ,4
1159,东城,鑫兆雅园北区,稍低价格,中高价格,2004,1,1,稍低价格,东 西,低楼层 ,20
1160,东城,梅园,中高价格,中高价格,1993,3,1,稍低价格,南 北,顶层 ,6
1161,东城,力鸿花园,中高价格,中高价格,1998,2,2,稍低价格,东,中楼层 ,24
1162,东城,新风南里,高价格,高价格,1990,2,1,稍低价格,南 北,高楼层 ,6
1163,东城,佳运园三期,稍低价格,中价格,2004,1,1,稍低价格,南 北,中楼层 ,6
1164,东城,龙锦苑东二区,中价格,中价格,2007,3,1,中高价格,南 北,底层 ,6
1165,东城,阳光邑上,稍低价格,稍低价格,2011,2,2,稍低价格,南 北,顶层 ,6
1166,东城,美景东方,中高价格,中高价格,2005,3,1,中价格,西 北,中楼层 ,20
1167,东城,红莲北里,中高价格,高价格,1986,2,1,稍低价格,南 北,中楼层 ,6
1168,东城,定福家园1号院,中价格,中价格,2010,3,1,中价格,南 北,顶层 ,16
1169,东城,懿品阁,稍低价格,中高价格,2005,1,1,低价格,北,中楼层 ,18
1170,东城,金桥国际,中价格,高价格,2004,1,1,稍低价格,东,低楼层 ,27
1171,东城,路劲世界城二期,中价格,中价格,2014,3,1,中价格,南 北,中楼层 ,16
1172,东城,腾龙家园一区,低价格,低价格,2007,2,2,中价格,南 北,低楼层 ,6
1173,东城,BOBO自由城,中价格,中价格,2004,2,1,稍低价格,南 北,顶层 ,5
1174,东城,北京第二制药厂宿舍,稍低价格,中价格,1980,3,1,稍低价格,南 北,中楼层 ,6
1175,东城,华裕园小区,高价格,高价格,2000,1,1,低价格,南,底层 ,5
1176,东城,天赐良园二期,中价格,中价格,2003,2,1,中价格,南 北,底层 ,6
1177,东城,东泽园,稍低价格,中价格,2011,2,1,稍低价格,东 南,中楼层 ,20
1178,东城,农丰里,中高价格,高价格,1981,2,1,稍低价格,南 北,中楼层 ,6
1179,东城,于家园二区北院,稍低价格,稍低价格,1993,3,1,稍低价格,南 北,高楼层 ,6
1180,东城,远洋天地一期,中价格,中高价格,2002,1,1,稍低价格,东 西,低楼层 ,9
1181,东城,融科橄榄城一期,高价格,高价格,2006,2,1,中价格,南,高楼层 ,25
1182,东城,沿海赛洛城二期,稍低价格,中高价格,2007,1,0,低价格,南,中楼层 ,24
