id,district,address,total_price,price_per_meter,build_time,num_of_bedrooms,num_of_living_rooms,size,orientation,building_type,num_of_floors
1,东城,天通苑东三区,中价格,中价格,2002,2,1,中价格,南 北,中楼层 ,7
2,东城,私摩空间,稍低价格,高价格,2004,1,0,低价格,东北,低楼层 ,12
3,东城,珠江逸景,稍低价格,稍低价格,2009,2,1,稍低价格,东,高楼层 ,14
4,东城,小关东里10号院,中高价格,高价格,1983,3,1,稍低价格,南 北,低楼层 ,6
5,东城,左家庄北里,中价格,中高价格,1995,2,1,低价格,南,低楼层 ,21
6,东城,易构空间,中价格,中高价格,2004,2,1,稍低价格,西南,低楼层 ,28
7,东城,天通苑北三区,中价格,中价格,2005,2,1,中价格,南 北,中楼层 ,7
8,东城,北京青年城,中价格,中高价格,2003,2,1,稍低价格,南 北,顶层 ,6
9,东城,新华街五里,稍低价格,中价格,2000,2,1,稍低价格,东 西,高楼层 ,14
10,东城,九龙花园,高价格,中高价格,1999,3,2,中高价格,西南,高楼层 ,22
11,东城,领秀慧谷A区,稍低价格,中价格,2011,2,1,稍低价格,东 西,中楼层 ,9
12,东城,三环新城7号院,中价格,中价格,2005,2,1,中价格,西南,低楼层 ,27
13,东城,京汉旭城,中价格,中价格,2004,2,1,稍低价格,东南,低楼层 ,23
14,东城,大六部口,高价格,高价格,1989,3,1,稍低价格,南 北,中楼层 ,6
15,东城,甘露家园,稍低价格,中价格,1979,2,1,低价格,南 北,顶层 ,5
16,东城,慧华苑,稍低价格,中价格,1996,2,1,稍低价格,南 北,底层 ,6
17,东城,石佛营西里小区,中价格,中价格,1999,2,1,稍低价格,南 北,中楼层 ,15
18,东城,月坛北小街,中高价格,高价格,1980,2,1,低价格,南,顶层 ,6
19,东城,福苑小区,稍低价格,稍低价格,1997,2,1,稍低价格,南 北,低楼层 ,6
20,东城,西黄新村北里,中价格,中价格,2004,2,1,中价格,东北,高楼层 ,23
21,东城,建邦枫景,中价格,中价格,2011,2,1,稍低价格,南,低楼层 ,22
22,东城,远洋一方润园6号院,稍低价格,中价格,2010,2,1,稍低价格,南,低楼层 ,14
23,东城,徜徉嘉园5号院,中价格,中价格,2012,3,1,中价格,南 北,中楼层 ,8
24,东城,兴海园,稍低价格,稍低价格,2002,2,1,稍低价格,南 北,高楼层 ,6
25,东城,双龙南里,稍低价格,中价格,1994,2,1,低价格,东 西,低楼层 ,6
26,东城,兴海家园月苑,稍低价格,中价格,2006,2,1,稍低价格,南 北,顶层 ,6
27,东城,北京人家,中价格,中价格,2005,3,1,中价格,南 北,高楼层 ,6
28,东城,华腾园,中高价格,中价格,2001,3,1,中高价格,西南 北,底层 ,28
29,东城,金鑫苑,低价格,低价格,2002,2,1,稍低价格,南 北,中楼层 ,7
30,东城,滨河西里,稍低价格,稍低价格,1992,2,1,低价格,东南 西北,高楼层 ,6
31,东城,京投发展公园悦府,中价格,中高价格,2015,2,1,稍低价格,南,底层 ,22
32,东城,南三环东路,稍低价格,中价格,1989,1,1,低价格,北,底层 ,18
33,东城,风雅园三区,中价格,中价格,2000,2,1,中价格,东南,低楼层 ,6
34,东城,罗庄西里,中高价格,中高价格,1997,2,1,稍低价格,东南,中楼层 ,18
35,东城,天坛东里南区,中价格,高价格,1980,3,1,稍低价格,南 北,低楼层 ,12
36,东城,望京西园一区,中价格,中高价格,1999,2,1,稍低价格,南 北,低楼层 ,28
37,东城,住欣家园,稍低价格,中价格,2010,2,1,稍低价格,西南,低楼层 ,26
38,东城,晨光家园,中价格,中高价格,1999,2,1,稍低价格,东南,低楼层 ,30
39,东城,西坝河东里,稍低价格,中高价格,1988,1,1,低价格,西南,高楼层 ,6
40,东城,华威西里,稍低价格,中价格,1995,2,1,稍低价格,东南,高楼层 ,18
41,东城,玉泉西路甲3号院,稍低价格,中高价格,1986,1,1,低价格,南,低楼层 ,6
42,东城,嘉园一里,稍低价格,中价格,1997,2,1,低价格,南 北,低楼层 ,18
43,东城,海特花园小区,稍低价格,中价格,1996,2,1,稍低价格,南 西北,高楼层 ,18
44,东城,龙华园,中价格,中价格,1996,2,1,稍低价格,南 北,中楼层 ,6
45,东城,八角北里,稍低价格,中价格,1987,2,1,稍低价格,南 北,顶层 ,6
46,东城,双兴南区,稍低价格,稍低价格,1997,3,1,稍低价格,南 北,中楼层 ,6
47,东城,润泽公馆,高价格,高价格,2013,3,2,中高价格,南 北,中楼层 ,23
48,东城,花家地西里一区,中价格,中高价格,1995,2,1,稍低价格,东南,中楼层 ,18
49,东城,建欣苑三里,稍低价格,中价格,2003,2,1,稍低价格,东 西,中楼层 ,12
50,东城,旧宫新苑南区,稍低价格,稍低价格,2012,2,1,稍低价格,南 北,顶层 ,18
51,东城,地铁古城家园,稍低价格,中价格,2000,2,1,稍低价格,东南,顶层 ,24
52,东城,华英园,稍低价格,稍低价格,2002,2,1,中价格,南 北,顶层 ,6
53,东城,龙锦苑二区,中价格,稍低价格,2005,2,2,中价格,南 北,顶层 ,6
54,东城,保利西山林语,中价格,中高价格,2010,2,1,稍低价格,南 北,低楼层 ,8
55,东城,金域华府一期,中价格,中价格,2012,2,1,稍低价格,南,低楼层 ,28
56,东城,荣丰2008,稍低价格,高价格,2006,1,0,低价格,南,顶层 ,26
57,东城,地坛北里,中高价格,高价格,1989,2,1,低价格,东 西,中楼层 ,5
58,东城,星河城东区,中价格,中高价格,2007,2,1,稍低价格,东北,高楼层 ,18
59,东城,明发雅苑,稍低价格,稍低价格,2015,2,1,稍低价格,南,低楼层 ,26
60,东城,苏荷时代,稍低价格,中价格,2005,2,1,稍低价格,西,中楼层 ,18
61,东城,雍景四季,中高价格,中价格,2009,2,1,中价格,南,顶层 ,25
62,东城,小关北里,中价格,中高价格,1993,2,1,稍低价格,南 北,顶层 ,6
63,东城,万泉庄1号院,中高价格,高价格,1985,3,1,低价格,南 北,高楼层 ,6
64,东城,长城国际,稍低价格,中价格,2009,1,1,稍低价格,西,中楼层 ,22
65,东城,领秀慧谷C区,中价格,中价格,2011,2,2,稍低价格,南 北,底层 ,11
66,东城,昊天温泉家园,稍低价格,稍低价格,2001,2,1,中价格,南 北,中楼层 ,6
67,东城,富力又一城C区,中价格,中价格,2009,2,1,稍低价格,南,底层 ,22
68,东城,皓月园,稍低价格,稍低价格,2006,1,1,低价格,西北,顶层 ,14
69,东城,和平街东里,稍低价格,稍低价格,1994,2,1,低价格,东 西,高楼层 ,6
70,东城,石榴园南里小区,稍低价格,中价格,2002,2,1,稍低价格,南 北,中楼层 ,6
71,东城,五棵松26号院,中价格,中高价格,1998,1,1,稍低价格,东北,底层 ,6
72,东城,万科金域东郡,中价格,中价格,2016,2,1,稍低价格,南 北,高楼层 ,28
73,东城,安慧北里秀园,中价格,中高价格,1994,2,1,稍低价格,西南,低楼层 ,20
74,东城,南三环中路15号院,中价格,中价格,1990,3,1,稍低价格,南 北,高楼层 ,14
75,东城,北京北,稍低价格,中高价格,2008,1,1,低价格,西北,低楼层 ,20
76,东城,广安门外大街,中价格,高价格,1982,2,1,低价格,南,高楼层 ,6
77,东城,东柳西里,稍低价格,中价格,1990,2,1,低价格,南 北,中楼层 ,5
78,东城,润枫领尚,稍低价格,中价格,2014,3,2,稍低价格,南 北,低楼层 ,17
79,东城,南湖中园二区,中价格,中高价格,2000,2,1,稍低价格,东南 西北,高楼层 ,7
80,东城,甘家口小区,中价格,高价格,1996,2,1,低价格,西南,中楼层 ,9
81,东城,万年花城一期,中高价格,中高价格,2005,2,1,稍低价格,南 北,高楼层 ,16
82,东城,白领家园,中高价格,中高价格,2004,2,2,中价格,南 北,顶层 ,13
83,东城,珠江罗马嘉园东区,中价格,中高价格,2008,1,1,低价格,西南,中楼层 ,11
84,东城,新新天第,中价格,中高价格,2005,2,1,稍低价格,南,高楼层 ,10
85,东城,金沟河3号院,中价格,高价格,1994,1,2,低价格,南,底层 ,6
86,东城,中纺宿舍北院,高价格,高价格,1998,3,2,中价格,南,低楼层 ,18
87,东城,青秀雅苑,稍低价格,中价格,2011,1,1,稍低价格,南,低楼层 ,21
88,东城,天通西苑二区,中价格,稍低价格,2003,3,2,高价格,南 北,低楼层 ,19
89,东城,北纬40度一期,高价格,高价格,2008,2,1,中价格,南 北,中楼层 ,29
90,东城,富贵园二区,高价格,高价格,2003,3,1,中价格,西南,中楼层 ,18
91,东城,合生国际花园,高价格,高价格,2008,3,2,中高价格,南,高楼层 ,24
92,东城,丽景长安二期,中高价格,中价格,2016,4,1,高价格,南 北,高楼层 ,23
93,东城,阜光里小区,中高价格,高价格,1998,3,1,稍低价格,南 北,高楼层 ,6
94,东城,凯盛家园,稍低价格,中价格,2013,1,1,低价格,南,低楼层 ,15
95,东城,绿城北京诚园,高价格,高价格,2010,3,2,中高价格,东南,中楼层 ,17
96,东城,清和园东区,稍低价格,稍低价格,2000,2,1,中价格,南 北,中楼层 ,6
97,东城,万科青青家园,中高价格,中价格,2005,3,1,中高价格,南 北,高楼层 ,9
98,东城,政馨园一区,中高价格,中价格,2003,3,1,中价格,东南,中楼层 ,18
99,东城,新都丽苑,稍低价格,中价格,2001,1,1,稍低价格,东,高楼层 ,18
100,东城,美利新世界,中价格,中价格,2004,2,1,中价格,南 北,中楼层 ,6
101,东城,乐城,高价格,高价格,2004,3,1,中价格,东南,低楼层 ,24
102,东城,保利罗兰香谷,稍低价格,中价格,2012,2,1,稍低价格,南,低楼层 ,15
103,东城,双锦园,稍低价格,中价格,2000,2,1,低价格,西,中楼层 ,16
104,东城,海云轩,中高价格,中高价格,2000,2,1,中价格,西北,低楼层 ,22
105,东城,和平里七区,中高价格,高价格,1981,2,1,低价格,南,中楼层 ,5
106,东城,砖角楼南里,中价格,中高价格,1985,2,1,低价格,南 北,中楼层 ,6
107,东城,望京花园西区,中价格,中高价格,2000,2,2,稍低价格,南,低楼层 ,24
108,东城,东平里,稍低价格,稍低价格,1996,2,1,稍低价格,南 北,底层 ,6
109,东城,建国里,中价格,中高价格,1983,2,1,低价格,西南,低楼层 ,6
110,东城,南三环中路,稍低价格,中价格,1991,1,1,低价格,西北,高楼层 ,18
111,东城,华严北里中科院,中价格,高价格,1994,2,1,稍低价格,南 北,中楼层 ,12
112,东城,青塔南里,稍低价格,中价格,2010,2,1,稍低价格,西 东,低楼层 ,28
113,东城,龙腾苑二区,中价格,中价格,2003,2,1,中价格,南 北,中楼层 ,6
114,东城,永乐东区,稍低价格,中价格,1988,3,1,稍低价格,南 北,高楼层 ,6
115,东城,民安小区东直门北中街,高价格,高价格,2002,3,1,中价格,东南,底层 ,14
116,东城,天怡家园,中价格,中价格,2005,2,1,中价格,东南,顶层 ,20
117,东城,吕营嘉园A区,稍低价格,中价格,2003,1,1,低价格,南 北,中楼层 ,6
118,东城,驼房营南里,稍低价格,中价格,2000,2,1,稍低价格,南 北,中楼层 ,6
119,东城,远洋山水,稍低价格,中高价格,2005,1,1,稍低价格,东,顶层 ,25
120,东城,畅清园,中价格,中高价格,2000,2,2,稍低价格,南 北,高楼层 ,7
121,东城,西环里,低价格,稍低价格,1993,2,1,低价格,南 北,顶层 ,6
122,东城,冠雅苑,稍低价格,稍低价格,2000,3,1,稍低价格,东南 北,中楼层 ,6
123,东城,丰益花园东区,中高价格,中高价格,2003,2,1,中价格,南 北,中楼层 ,8
124,东城,佳和园老区,稍低价格,稍低价格,1998,2,1,稍低价格,南 北,高楼层 ,6
125,东城,杨庄小区,稍低价格,中价格,1986,2,1,低价格,南,中楼层 ,6
126,东城,黄村西里,低价格,中价格,1983,1,1,低价格,南 北,低楼层 ,6
127,东城,程庄路3号院,稍低价格,中价格,1990,2,1,低价格,南,高楼层 ,6
128,东城,晨欣园,中价格,中价格,1998,2,2,稍低价格,南 北,底层 ,6
129,东城,东兴一区,稍低价格,中价格,1993,1,1,低价格,南 北,高楼层 ,6
130,东城,世茂奥临花园,高价格,中高价格,2006,3,2,高价格,南 北,低楼层 ,26
131,东城,枣园东里,稍低价格,稍低价格,1995,2,1,稍低价格,南 北,底层 ,6
132,东城,金域华府二期,中高价格,中高价格,2014,2,1,稍低价格,南,高楼层 ,28
133,东城,万达广场公寓,中高价格,中价格,2005,3,2,中高价格,南 北,低楼层 ,30
134,东城,设计师广场,低价格,中价格,2008,1,0,低价格,东南,高楼层 ,23
135,东城,刘家窑南里,稍低价格,中高价格,1990,2,1,低价格,南,高楼层 ,6
136,东城,洋桥北里,稍低价格,中价格,1992,2,1,低价格,南 北,高楼层 ,6
137,东城,中信新城两限区,稍低价格,中价格,2013,2,1,稍低价格,南,低楼层 ,21
138,东城,中南湾,中价格,中价格,2011,2,2,中价格,南 北,中楼层 ,15
139,东城,曙光里,中价格,中高价格,1987,2,1,低价格,西南 东北,高楼层 ,6
140,东城,北礼士路,中高价格,高价格,1990,2,1,低价格,东 西,高楼层 ,16
141,东城,月坛北街,中高价格,高价格,1973,2,1,低价格,南,顶层 ,5
142,东城,兴琦家园,中价格,中价格,2004,2,1,稍低价格,东北,高楼层 ,6
143,东城,八里庄北里小区,中价格,中价格,1994,2,1,稍低价格,东 西,高楼层 ,12
144,东城,清逸园,稍低价格,中价格,2006,2,1,稍低价格,东北,中楼层 ,6
145,东城,金域缇香,稍低价格,中价格,2015,1,1,稍低价格,南,顶层 ,17
146,东城,南平里,低价格,中价格,1980,1,0,低价格,南,中楼层 ,6
147,东城,花家地北里,中价格,中高价格,1994,3,1,稍低价格,南 西 北,中楼层 ,18
148,东城,车道沟南里,中价格,高价格,1992,1,1,低价格,东南,高楼层 ,6
149,东城,彩虹新城,中价格,中价格,2008,2,1,稍低价格,东南,高楼层 ,16
150,东城,清缘里中区,中高价格,中价格,1999,3,1,中价格,南 北,中楼层 ,10
151,东城,碧森里,稍低价格,高价格,2004,2,1,低价格,南,顶层 ,9
152,东城,华龙美晟,中高价格,中高价格,2009,2,1,稍低价格,东,低楼层 ,12
153,东城,世华龙樾一期西区,中高价格,高价格,2013,2,1,稍低价格,南 北,中楼层 ,15
154,东城,石景山路23号院,稍低价格,中价格,1970,2,1,稍低价格,南 北,中楼层 ,5
155,东城,西营前街,稍低价格,稍低价格,1987,2,1,低价格,南 北,顶层 ,6
156,东城,美丽西园,高价格,高价格,2002,2,1,中价格,南 北,高楼层 ,9
157,东城,万年花城二期,中高价格,中高价格,2005,2,1,中价格,东南 北,低楼层 ,24
158,东城,兰园,中价格,中高价格,1998,2,1,稍低价格,南 北,中楼层 ,6
159,东城,万科星园,中高价格,中高价格,2005,2,1,中价格,东北,中楼层 ,28
160,东城,天赐良园一期,稍低价格,中价格,2000,2,1,稍低价格,南 北,中楼层 ,7
161,东城,皂君东里,中价格,高价格,1980,2,1,低价格,南 北,顶层 ,6
162,东城,小黄庄前街13号院,中价格,中高价格,1984,2,1,稍低价格,西北 北,顶层 ,16
163,东城,东四二条,中高价格,高价格,1986,2,1,低价格,南 北,低楼层 ,6
164,东城,万年花城三期,中高价格,中高价格,2006,2,1,中价格,东南,中楼层 ,16
165,东城,康庄路52号院,稍低价格,稍低价格,2010,2,2,稍低价格,南 北,中楼层 ,23
166,东城,美利山,中价格,中价格,2011,1,1,稍低价格,南,低楼层 ,24
167,东城,大峪南路,稍低价格,稍低价格,1980,2,1,稍低价格,南 北,中楼层 ,18
168,东城,复兴路79号院,中价格,高价格,1988,2,2,稍低价格,南 北,顶层 ,6
169,东城,远洋沁山水,中高价格,中高价格,2011,2,1,稍低价格,南 北,顶层 ,18
170,东城,右外东庄,稍低价格,中价格,1992,2,1,低价格,南 北,顶层 ,6
171,东城,八角北路,稍低价格,中价格,1984,2,1,低价格,南 北,中楼层 ,6
172,东城,华威北里,稍低价格,中高价格,1993,1,1,低价格,东南,低楼层 ,18
173,东城,鸿顺园西区,稍低价格,稍低价格,2005,2,1,低价格,南 北,中楼层 ,6
174,东城,华严北里小区,中高价格,高价格,1995,2,1,稍低价格,东南,中楼层 ,18
175,东城,昊天大街118号,低价格,稍低价格,1996,2,1,稍低价格,南,顶层 ,6
176,东城,万泉寺东路9号院,中高价格,中高价格,2009,3,1,中价格,西南,中楼层 ,25
177,东城,北苑家园茉藜园,中价格,中价格,2003,2,1,中价格,东南,低楼层 ,25
178,东城,京师园,高价格,高价格,2006,3,2,中高价格,东 南 北,中楼层 ,21
179,东城,田村路19号院,中价格,中高价格,1988,2,1,低价格,南 北,中楼层 ,6
180,东城,千鹤家园,高价格,中价格,2002,4,1,高价格,东南,低楼层 ,25
181,东城,阳光星苑,稍低价格,中价格,2013,2,1,稍低价格,南,顶层 ,16
182,东城,京投万科金域公园,稍低价格,稍低价格,2014,2,1,中价格,南 北,高楼层 ,10
183,东城,科育小区,高价格,高价格,1976,3,1,稍低价格,南 北 西,中楼层 ,5
184,东城,龙腾苑三区,中价格,中价格,2002,3,1,中价格,南 北,顶层 ,6
185,东城,银地家园,稍低价格,中价格,2004,2,1,稍低价格,南,中楼层 ,13
186,东城,炫特嘉园一期,稍低价格,中高价格,2004,1,1,低价格,东南,低楼层 ,28
187,东城,学院南路乙10号院,中价格,高价格,1987,2,1,稍低价格,东 南 西,中楼层 ,16
188,东城,久居雅园,稍低价格,中价格,2008,1,1,稍低价格,南,中楼层 ,12
189,东城,gogo新世代,稍低价格,中高价格,2005,1,0,低价格,南,低楼层 ,23
190,东城,天鹅湾北区,高价格,高价格,2007,3,2,中高价格,南 北,低楼层 ,18
191,东城,永达逸家,稍低价格,中高价格,2004,2,1,低价格,西,低楼层 ,15
192,东城,百子湾家园三区,中高价格,中价格,2006,3,1,中高价格,南 北,中楼层 ,19
193,东城,永乐西区,稍低价格,中价格,1985,2,1,低价格,南 北,中楼层 ,6
194,东城,晶都国际,中高价格,中高价格,2006,2,2,中价格,南 北,顶层 ,20
195,东城,盛嘉华苑,稍低价格,稍低价格,2012,2,1,稍低价格,南,中楼层 ,18
196,东城,亦庄北岸,中价格,中价格,2008,2,1,稍低价格,东南,低楼层 ,15
197,东城,兰德华庭,高价格,中高价格,2005,3,2,中高价格,南 北,低楼层 ,13
198,东城,首开熙悦山澜庭,稍低价格,中价格,2014,2,1,稍低价格,南 北,高楼层 ,21
199,东城,金隅丽港城,中高价格,中高价格,2003,2,2,中价格,东南,中楼层 ,26
200,东城,新龙城,中价格,中价格,2006,2,1,稍低价格,北,低楼层 ,20
201,东城,新都名苑,稍低价格,稍低价格,2013,1,1,低价格,东,底层 ,21
202,东城,红庙北里,稍低价格,中高价格,1986,1,1,低价格,南 北,低楼层 ,6
203,东城,东亚瑞晶苑,稍低价格,稍低价格,2009,2,1,稍低价格,南 北,低楼层 ,21
204,东城,南庭新苑北区,稍低价格,中价格,2012,1,1,低价格,西,中楼层 ,15
205,东城,福怡苑,稍低价格,中价格,1998,2,1,稍低价格,南 北,底层 ,7
206,东城,丰益花园西区,中价格,中高价格,2001,2,1,稍低价格,南 北,顶层 ,12
207,东城,天骄俊园,稍低价格,稍低价格,2008,2,1,稍低价格,南 北,高楼层 ,6
208,东城,熙湖,高价格,中高价格,2008,3,2,中高价格,南 北,中楼层 ,12
209,东城,定安里,中价格,中高价格,1980,3,1,稍低价格,东 南 北,顶层 ,6
210,东城,铁路宿舍,稍低价格,稍低价格,1995,2,1,稍低价格,南 北,高楼层 ,6
211,东城,马公庄,稍低价格,中价格,1988,2,1,低价格,南 北,中楼层 ,6
212,东城,阜成门南大街,中高价格,高价格,1985,2,1,低价格,东 西,中楼层 ,14
213,东城,富东嘉园,中价格,中价格,2007,3,1,中价格,南 北,中楼层 ,6
214,东城,花园闸小区,稍低价格,中价格,2000,2,1,稍低价格,东南,中楼层 ,18
215,东城,清润家园,中价格,中高价格,1993,2,1,稍低价格,南 北,中楼层 ,6
216,东城,康家园,稍低价格,中高价格,1996,1,1,低价格,南,高楼层 ,6
217,东城,冠城大通百旺府,中高价格,中高价格,2008,2,1,稍低价格,南 北,中楼层 ,9
218,东城,华业东方玫瑰B区,稍低价格,中价格,2010,2,1,稍低价格,东南,低楼层 ,24
219,东城,翠屏北里东区,稍低价格,中价格,1994,2,1,稍低价格,南 北,高楼层 ,6
220,东城,北大街,稍低价格,中价格,1989,2,1,低价格,南 北,低楼层 ,6
221,东城,花园北路乙28号院,高价格,高价格,1998,2,1,中价格,南 北,中楼层 ,7
222,东城,旗胜家园,中价格,中价格,2009,2,1,稍低价格,南,低楼层 ,28
223,东城,梧桐苑清露园,稍低价格,中价格,2013,2,1,稍低价格,南,低楼层 ,28
224,东城,朝丰家园,稍低价格,中价格,2010,2,1,稍低价格,西南,低楼层 ,12
225,东城,溪城家园,稍低价格,中价格,2010,2,1,稍低价格,南 北,高楼层 ,15
226,东城,优点社区,稍低价格,中价格,2006,2,1,稍低价格,东 西,低楼层 ,6
227,东城,六里桥北里,稍低价格,中高价格,1990,2,1,低价格,南 北,中楼层 ,6
228,东城,流星花园三区,中高价格,中价格,2004,3,1,中高价格,南 北,中楼层 ,6
229,东城,首创伊林郡一期,稍低价格,稍低价格,2015,2,1,稍低价格,南,底层 ,15
230,东城,灵通观,稍低价格,中高价格,1976,2,1,低价格,南,中楼层 ,5
231,东城,风雅园一区,中价格,中价格,2000,2,1,中价格,南 北,底层 ,6
232,东城,电信小区,中价格,高价格,1992,1,1,低价格,西南,中楼层 ,6
233,东城,文慧园北路甲26号,中高价格,高价格,1982,3,1,稍低价格,南,底层 ,13
234,东城,世安家园,中价格,中高价格,2001,2,1,稍低价格,东,低楼层 ,24
235,东城,造甲南里,稍低价格,中价格,1990,2,1,低价格,东 西,顶层 ,6
236,东城,展览路,高价格,高价格,1992,3,1,稍低价格,南 北,中楼层 ,6
237,东城,新街口西里三区,中高价格,高价格,2003,1,1,低价格,南 北,中楼层 ,6
238,东城,苹果派,稍低价格,中高价格,2007,1,0,低价格,北,低楼层 ,11
239,东城,翠成馨园E区,稍低价格,中价格,2011,2,1,稍低价格,南,高楼层 ,22
240,东城,双桥五号井,稍低价格,稍低价格,1981,3,1,稍低价格,南 北,中楼层 ,4
241,东城,大方居,稍低价格,稍低价格,2008,2,1,稍低价格,东南,低楼层 ,9
242,东城,定慧西里,中高价格,高价格,1989,3,1,稍低价格,南 北,顶层 ,6
243,东城,柏林爱乐三期,稍低价格,中价格,2007,1,1,稍低价格,南 北,低楼层 ,11
244,东城,天桥北里,高价格,高价格,2002,3,1,中价格,南 北,中楼层 ,9
245,东城,保利茉莉公馆,中价格,中高价格,2012,3,1,稍低价格,南 北,低楼层 ,24
246,东城,芳群园三区,稍低价格,中价格,1995,2,1,稍低价格,东 西,顶层 ,6
247,东城,站前铁路小区,低价格,稍低价格,1991,1,1,低价格,南,中楼层 ,6
248,东城,富源里,稍低价格,中价格,2001,2,1,稍低价格,南 北,中楼层 ,6
249,东城,六铺炕二区,高价格,高价格,1956,3,1,稍低价格,南 北,中楼层 ,4
250,东城,云立方,稍低价格,中价格,2014,3,1,稍低价格,南 北,低楼层 ,19
251,东城,绿谷雅园,中价格,中价格,2004,2,1,中价格,南 北,顶层 ,5
252,东城,六里屯北里,稍低价格,中高价格,1982,2,1,低价格,南,低楼层 ,6
253,东城,嘉铭桐城C区,高价格,高价格,2003,2,2,中价格,西南,高楼层 ,29
254,东城,安宁里,中价格,中高价格,1998,2,1,稍低价格,东 西,中楼层 ,6
255,东城,花家地小区,中价格,中高价格,1993,2,1,低价格,南 北,中楼层 ,6
256,东城,黄金苑,中价格,中价格,2004,3,2,中高价格,南 西北,高楼层 ,18
257,东城,观音寺小区,稍低价格,稍低价格,1994,2,1,稍低价格,南 北,中楼层 ,6
258,东城,青年汇佳园,中价格,中高价格,2006,1,1,低价格,南,底层 ,20
259,东城,中景理想家,高价格,中高价格,2007,3,2,中高价格,南 北,中楼层 ,15
260,东城,新永外文化用品商城,中价格,中高价格,2007,2,1,稍低价格,南,高楼层 ,15
261,东城,火桥北里,中价格,高价格,1984,2,1,低价格,东 西,顶层 ,6
262,东城,筑华年,中高价格,中高价格,2012,2,1,稍低价格,东南,中楼层 ,28
263,东城,芳源里,中价格,中价格,2003,2,1,中价格,南 北,低楼层 ,6
264,东城,华纺易城,中高价格,高价格,2005,2,1,中价格,西南,高楼层 ,18
265,东城,首开国风美仑,稍低价格,稍低价格,2014,2,1,稍低价格,南 北,中楼层 ,16
266,东城,龙城花园北二区,稍低价格,中高价格,2004,1,1,低价格,南,中楼层 ,4
267,东城,宋家庄家园,稍低价格,中价格,2010,2,1,稍低价格,东南,中楼层 ,29
268,东城,松榆东里,稍低价格,中价格,1995,2,1,稍低价格,南 北 东,顶层 ,6
269,东城,国瑞城中区,高价格,高价格,2006,3,1,稍低价格,东南,低楼层 ,16
270,东城,望河园,中高价格,高价格,2002,2,1,稍低价格,西南,底层 ,17
271,东城,慧谷时空,中高价格,中价格,2002,3,2,中高价格,西北,高楼层 ,25
272,东城,安慧里一区,中价格,中高价格,1991,2,1,稍低价格,南,中楼层 ,18
273,东城,三丰里小区,稍低价格,中高价格,1978,2,1,低价格,南 北,顶层 ,5
274,东城,珠江罗马嘉园西区,高价格,中高价格,2004,3,2,高价格,南 西南,顶层 ,12
275,东城,金夕园,高价格,高价格,2003,2,1,稍低价格,东 南,高楼层 ,17
276,东城,东方瑞景,高价格,中高价格,2004,3,1,高价格,南 北,高楼层 ,30
277,东城,模式口南里,稍低价格,中价格,1987,2,1,稍低价格,西南,低楼层 ,16
278,东城,老山东里,稍低价格,中价格,1983,3,1,稍低价格,南 北,中楼层 ,6
279,东城,芳星园三区,中价格,中高价格,1994,3,1,稍低价格,南 北,中楼层 ,25
280,东城,远洋自然,中价格,中高价格,2007,2,1,稍低价格,东,低楼层 ,15
281,东城,蔚园,稍低价格,中价格,1996,1,1,低价格,南,中楼层 ,16
282,东城,南沙滩小区,稍低价格,中高价格,1997,1,1,低价格,东 西,中楼层 ,15
283,东城,明光北里,中高价格,高价格,1992,2,1,稍低价格,西南,中楼层 ,16
284,东城,国风北京一期,高价格,高价格,2005,2,2,中高价格,南 北,顶层 ,22
285,东城,三嘉信苑,稍低价格,中价格,2011,2,1,稍低价格,南,高楼层 ,10
286,东城,含晖苑,稍低价格,中价格,2007,2,1,稍低价格,南,高楼层 ,10
287,东城,鸭子桥路,中价格,中高价格,1980,3,1,稍低价格,东 西 北,顶层 ,6
288,东城,安华西里社区,中价格,高价格,1986,2,1,稍低价格,南 北,低楼层 ,16
289,东城,新悦家园,低价格,中价格,2003,1,0,低价格,西,顶层 ,6
290,东城,车站中里,稍低价格,稍低价格,1994,2,1,稍低价格,南 北,底层 ,6
291,东城,美然绿色家园,稍低价格,中价格,2001,2,1,稍低价格,南 北,顶层 ,6
292,东城,双花园南里一区,中高价格,中价格,2000,2,2,中价格,西,中楼层 ,22
293,东城,富仁名苑,高价格,高价格,1996,3,1,中价格,南 北,顶层 ,14
294,东城,南湖东园二区,中价格,高价格,1999,2,1,稍低价格,南 北,中楼层 ,14
295,东城,顺驰领海,中高价格,中价格,2010,3,2,中高价格,南 北,中楼层 ,9
296,东城,观湖国际,高价格,高价格,2006,3,2,高价格,南 北,低楼层 ,26
297,东城,龙泽苑西区,中价格,中价格,2003,2,1,中价格,南 北,中楼层 ,7
298,东城,润泽悦溪,中高价格,高价格,2010,2,1,稍低价格,南 北,中楼层 ,11
299,东城,四合巷小区,低价格,稍低价格,1990,1,1,低价格,南,中楼层 ,6
300,东城,观澳园,中价格,中高价格,2005,2,1,稍低价格,南 北,中楼层 ,5
301,东城,佰嘉城,中价格,稍低价格,2006,3,1,中价格,西南,低楼层 ,6
302,东城,天露园二区,中价格,稍低价格,2008,3,2,中高价格,南 北,底层 ,6
303,东城,珠江峰景,中高价格,中价格,2007,3,2,中价格,东南 南,中楼层 ,21
304,东城,磨房北里,稍低价格,中高价格,1990,2,1,低价格,南 北,中楼层 ,6
